,_Candidate__num_code,_Candidate__party,_Candidate__number,_Candidate__marital_status,_Candidate__profession,_Candidate__schooling,_Candidate__state,_Candidate__status,_Candidate__patrimony,_Candidate__spent,_Candidate__votes,_Candidate__reelected,_Person__name,_Person__age,_Person__gender,_Person__color
2484,100001603100,PL - PARTIDO LIBERAL,2211,SOLTEIRO(A),EMPRESÁRIO,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,0.00,0,1777,False,THIAGO PALHARES,44.0,MASCULINO,BRANCA
2485,100001603098,PL - PARTIDO LIBERAL,2201,CASADO(A),SERVIDOR PÚBLICO FEDERAL,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,2298992.04,0,8775,False,CORONEL MONTEIRO,74.0,MASCULINO,BRANCA
2486,100001602015,REPUBLICANOS - REPUBLICANOS,1010,CASADO(A),DEPUTADO,SUPERIOR COMPLETO,MARANHÃO - MA,ELEITO POR MÉDIA,3683371.62,0,70275,True,CLEBER VERDE,50.0,MASCULINO,PARDA
2487,100001600014,PSTU - PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1611,CASADO(A),"TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO",ENSINO MÉDIO COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,118,False,BENNÃO VIANA,53.0,MASCULINO,PARDA
2488,100001615475,PSC - PARTIDO SOCIAL CRISTÃO,2003,DIVORCIADO(A),VEREADOR,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,SUPLENTE,445000.00,0,644,False,MOISES MARQUES,40.0,MASCULINO,PARDA
2489,100001599077,MDB - MOVIMENTO DEMOCRÁTICO BRASILEIRO,1578,SOLTEIRO(A),OUTROS,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,SUPLENTE,54571.00,0,1755,False,FRANCISCO PESSOA,22.0,MASCULINO,BRANCA
2490,100001639001,DC - DEMOCRACIA CRISTÃ,2712,CASADO(A),OUTROS,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,22,False,NEILSON SOARES,45.0,MASCULINO,PARDA
2491,100001610037,NOVO - PARTIDO NOVO,3030,SOLTEIRO(A),ADVOGADO,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,250000.00,0,528,False,DRA. IONARA ,49.0,FEMININO,PARDA
2492,100001599089,MDB - MOVIMENTO DEMOCRÁTICO BRASILEIRO,1577,SOLTEIRO(A),AGENTE ADMINISTRATIVO,SUPERIOR INCOMPLETO,MARANHÃO - MA,SUPLENTE,0.00,0,784,False,JOVANN S,35.0,MASCULINO,PARDA
2493,100001610544,UNIÃO - UNIÃO BRASIL,4422,SOLTEIRO(A),ADMINISTRADOR,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,SUPLENTE,0.00,0,511,False,BRUNA BASTOS,36.0,FEMININO,PARDA
2494,100001618103,CIDADANIA - CIDADANIA,2333,CASADO(A),PROFESSOR DE ENSINO SUPERIOR,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,2163435.16,0,8159,False,PROFESSOR ROBERTO BRANDÃO,58.0,MASCULINO,BRANCA
2495,100001713830,REDE - REDE SUSTENTABILIDADE,1812,CASADO(A),DONA DE CASA,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,NÃO ELEITO,310000.00,0,191,False,PROFESSORA ESMERALDA,58.0,FEMININO,PARDA
2496,100001618111,CIDADANIA - CIDADANIA,2390,CASADO(A),ADVOGADO,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,450000.00,0,507,False,GUILHERME RODRIGUES,35.0,MASCULINO,PARDA
2497,100001632862,AGIR - AGIR,3600,SOLTEIRO(A),EMPRESÁRIO,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,352,False,LAIONES NASCIMENTO,35.0,MASCULINO,BRANCA
2498,100001599602,PROS - PARTIDO REPUBLICANO DA ORDEM SOCIAL,9099,SOLTEIRO(A),OUTROS,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,NÃO ELEITO,105000.00,0,706,False,PACA,58.0,MASCULINO,PARDA
2499,100001607051,PSB - PARTIDO SOCIALISTA BRASILEIRO,4013,SOLTEIRO(A),SERVIDOR PÚBLICO FEDERAL,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,440000.00,0,1376,False,SÍLVIO BEMBEM,54.0,MASCULINO,PRETA
2500,100001613718,PT - PARTIDO DOS TRABALHADORES,1333,SOLTEIRO(A),PROFESSOR DE ENSINO SUPERIOR,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,273625.85,0,21761,False,VANIA DO MST,52.0,FEMININO,PRETA
2501,100001610547,UNIÃO - UNIÃO BRASIL,4446,CASADO(A),OUTROS,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,SUPLENTE,110000.00,0,735,False,ALEX KENNEDY,47.0,MASCULINO,PARDA
2502,100001602268,PSD - PARTIDO SOCIAL DEMOCRÁTICO,5556,SOLTEIRO(A),OUTROS,SUPERIOR INCOMPLETO,MARANHÃO - MA,SUPLENTE,13500.00,0,159,False,PROF CLEBER MEIRELES,41.0,MASCULINO,PARDA
2503,100001602009,REPUBLICANOS - REPUBLICANOS,1020,SOLTEIRO(A),OUTROS,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,696990.00,0,6719,False,DRA LUANA,53.0,FEMININO,PARDA
2504,100001608218,PATRIOTA - PATRIOTA,5113,SOLTEIRO(A),PROFESSOR DE ENSINO MÉDIO,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,0.00,0,1505,False,SORAYA PEREIRA,39.0,FEMININO,BRANCA
2505,100001713824,PSOL - PARTIDO SOCIALISMO E LIBERDADE,5055,SOLTEIRO(A),JORNALISTA E REDATOR,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,200000.00,0,160,False,SAMARTONY MARTINS,52.0,MASCULINO,PARDA
2506,100001607058,PSB - PARTIDO SOCIALISTA BRASILEIRO,4050,SOLTEIRO(A),"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",ENSINO MÉDIO COMPLETO,MARANHÃO - MA,SUPLENTE,0.00,0,592,False,SALDANHA DE ROSÁRIO,43.0,MASCULINO,BRANCA
2507,100001614970,PODE - PODEMOS,1920,CASADO(A),OUTROS,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,SUPLENTE,0.00,0,331,False,VALDIMEIRE DA LUZ,53.0,FEMININO,BRANCA
2508,100001613714,PT - PARTIDO DOS TRABALHADORES,1331,DIVORCIADO(A),"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,376466.77,0,2937,False,AUGUSTOLOBATO COLETIVOBALAIADA,53.0,MASCULINO,PARDA
2509,100001603104,PL - PARTIDO LIBERAL,2228,CASADO(A),ADMINISTRADOR,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,1140114.55,0,25150,False,SILVIO ANTONIO,53.0,MASCULINO,PARDA
2510,100001614971,PODE - PODEMOS,1922,CASADO(A),OUTROS,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,150000.00,0,2142,False,PR. ZAQUEU BARROS,59.0,MASCULINO,PARDA
2511,100001603109,PL - PARTIDO LIBERAL,2255,CASADO(A),DEPUTADO,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,858500.11,0,22033,False,PAULO MARINHO JR,37.0,MASCULINO,PARDA
2512,100001638991,DC - DEMOCRACIA CRISTÃ,2705,SOLTEIRO(A),EMPRESÁRIO,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,33,False,SAMUEL CALACIO,26.0,MASCULINO,BRANCA
2513,100001666494,PCO - PARTIDO DA CAUSA OPERÁRIA,2929,SOLTEIRO(A),OUTROS,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,63,False,DIMAS CASSIMIRO DO NASCIMENTO,63.0,MASCULINO,PARDA
2514,100001602262,PSD - PARTIDO SOCIAL DEMOCRÁTICO,5599,CASADO(A),OUTROS,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,SUPLENTE,0.00,0,3241,False,JUCIANE MARQUES,44.0,FEMININO,PRETA
2515,100001632863,AGIR - AGIR,3671,CASADO(A),OUTROS,ENSINO FUNDAMENTAL COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,62,False,SARAH MENDES,41.0,FEMININO,PARDA
2516,100001613706,PC do B - PARTIDO COMUNISTA DO BRASIL,6565,CASADO(A),ADVOGADO,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,3710201.85,0,55810,False,FLAVIA ALVES,40.0,FEMININO,PARDA
2517,100001724679,PSD - PARTIDO SOCIAL DEMOCRÁTICO,5545,CASADO(A),TRABALHADOR RURAL,ENSINO FUNDAMENTAL COMPLETO,MARANHÃO - MA,SUPLENTE,0.00,0,1030,False,COLETIVO UNIDOS SOCIAL KESIA,26.0,FEMININO,PARDA
2518,100001600017,PSTU - PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1600,CASADO(A),POLICIAL MILITAR,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,263,False,SARGENTO GUIMARAES,50.0,MASCULINO,PRETA
2519,100001613703,PT - PARTIDO DOS TRABALHADORES,1303,SOLTEIRO(A),CANTOR E COMPOSITOR,SUPERIOR INCOMPLETO,MARANHÃO - MA,SUPLENTE,0.00,0,1278,False,TÁSSIA CAMPOS,36.0,FEMININO,PARDA
2520,100001613713,PT - PARTIDO DOS TRABALHADORES,1300,SOLTEIRO(A),PROFESSOR DE ENSINO FUNDAMENTAL,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,3680000.00,0,6136,False,FRANSUÍLA ,54.0,FEMININO,PARDA
2521,100001603099,PL - PARTIDO LIBERAL,2244,SOLTEIRO(A),DEPUTADO,SUPERIOR INCOMPLETO,MARANHÃO - MA,ELEITO POR MÉDIA,915409.91,0,69530,True,PASTOR GIL,51.0,MASCULINO,PRETA
2522,100001610550,UNIÃO - UNIÃO BRASIL,4488,CASADO(A),OUTROS,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,SUPLENTE,0.00,0,521,False,PAULYNA COSTA,37.0,FEMININO,BRANCA
2523,100001608203,PATRIOTA - PATRIOTA,5166,SOLTEIRO(A),"FEIRANTE, AMBULANTE E MASCATE",ENSINO MÉDIO COMPLETO,MARANHÃO - MA,SUPLENTE,185000.00,0,106,False,NENEM DA FEIRA,40.0,FEMININO,PARDA
2524,100001610560,UNIÃO - UNIÃO BRASIL,4404,CASADO(A),OUTROS,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,SUPLENTE,200000.00,0,174,False,CADEIRANTE AGEMIRO,65.0,MASCULINO,PARDA
2525,100001599601,PROS - PARTIDO REPUBLICANO DA ORDEM SOCIAL,9040,SOLTEIRO(A),OUTROS,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,195,False,PAULO SILVA,36.0,MASCULINO,PARDA
2526,100001614965,PODE - PODEMOS,1901,SOLTEIRO(A),SECRETÁRIO E DATILÓGRAFO,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,56000.00,0,421,False,BRUNA THALYTA,34.0,FEMININO,BRANCA
2527,100001602278,PSD - PARTIDO SOCIAL DEMOCRÁTICO,5510,CASADO(A),ADVOGADO,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,920000.00,0,6342,False,DRA CAROL,40.0,FEMININO,PARDA
2528,100001615465,PSC - PARTIDO SOCIAL CRISTÃO,2020,CASADO(A),DEPUTADO,SUPERIOR COMPLETO,MARANHÃO - MA,ELEITO POR QP,5049402.39,0,126577,True,ALUISIO MENDES,61.0,MASCULINO,BRANCA
2529,100001610553,UNIÃO - UNIÃO BRASIL,4456,CASADO(A),EMPRESÁRIO,SUPERIOR INCOMPLETO,MARANHÃO - MA,SUPLENTE,0.00,0,2042,False,DIOGO TITO,37.0,MASCULINO,BRANCA
2530,100001713823,PSOL - PARTIDO SOCIALISMO E LIBERDADE,5022,CASADO(A),MILITAR REFORMADO,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,670000.00,0,242,False,PROFESSOR ARIMATEA,73.0,MASCULINO,PARDA
2531,100001615473,PSC - PARTIDO SOCIAL CRISTÃO,2088,CASADO(A),ADVOGADO,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,1744280.00,0,2757,False,CLAUDIO FURTADO,51.0,MASCULINO,PARDA
2532,100001608207,PATRIOTA - PATRIOTA,5144,CASADO(A),PESCADOR,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,SUPLENTE,0.00,0,3124,False,MAYANE MARTINS,32.0,FEMININO,PARDA
2533,100001599081,MDB - MOVIMENTO DEMOCRÁTICO BRASILEIRO,1502,SOLTEIRO(A),EMPRESÁRIO,ENSINO MÉDIO INCOMPLETO,MARANHÃO - MA,SUPLENTE,505000.00,0,193,False,MICHELE SANTOS,26.0,FEMININO,PRETA
2534,100001602261,PSD - PARTIDO SOCIAL DEMOCRÁTICO,5533,CASADO(A),ADVOGADO,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,6527842.31,0,71999,False,EDILÁZIO JÚNIOR,41.0,MASCULINO,PARDA
2535,100001611951,REPUBLICANOS - REPUBLICANOS,1022,SOLTEIRO(A),EMPRESÁRIO,SUPERIOR INCOMPLETO,MARANHÃO - MA,SUPLENTE,350000.00,0,661,False,WILSON SAMPAIO,47.0,MASCULINO,BRANCA
2536,100001599078,MDB - MOVIMENTO DEMOCRÁTICO BRASILEIRO,1516,CASADO(A),DEPUTADO,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,1667984.00,0,96281,False,HILDO ROCHA,62.0,MASCULINO,BRANCA
2537,100001608071,PP - PROGRESSISTAS,1123,SOLTEIRO(A),SERVIDOR PÚBLICO ESTADUAL,SUPERIOR INCOMPLETO,MARANHÃO - MA,SUPLENTE,191000.00,0,1845,False,REINALDO,43.0,MASCULINO,PARDA
2538,100001599087,MDB - MOVIMENTO DEMOCRÁTICO BRASILEIRO,1555,CASADO(A),DEPUTADO,SUPERIOR INCOMPLETO,MARANHÃO - MA,SUPLENTE,1817806.03,0,56074,False,JOÃO MARCELO,49.0,MASCULINO,BRANCA
2539,100001615476,PSC - PARTIDO SOCIAL CRISTÃO,2010,SOLTEIRO(A),JORNALISTA E REDATOR,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,0.00,0,946,False,SIRLAN FEDERAL DO BONFIM,55.0,FEMININO,BRANCA
2540,100001632852,AGIR - AGIR,3606,SOLTEIRO(A),PESCADOR,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,NÃO ELEITO,972000.00,0,0,False,FRANK NIGTH,50.0,MASCULINO,PARDA
2541,100001713832,PSOL - PARTIDO SOCIALISMO E LIBERDADE,5080,SOLTEIRO(A),AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,149,False,CARLINHOS SILVA,31.0,MASCULINO,PARDA
2542,100001618105,PSDB - PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,4540,DIVORCIADO(A),OUTROS,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,212,False,DEISE FURACÃO,36.0,FEMININO,PARDA
2543,100001614974,PODE - PODEMOS,1911,SOLTEIRO(A),POLICIAL CIVIL,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,420000.00,0,2281,False,CAROL NOLETO,42.0,FEMININO,BRANCA
2544,100001632859,AGIR - AGIR,3653,DIVORCIADO(A),EMPRESÁRIO,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,5500000.00,0,585,False,ESTELMO DA ALPHAVILLE,55.0,MASCULINO,PARDA
2545,100001610543,UNIÃO - UNIÃO BRASIL,4455,CASADO(A),POLICIAL MILITAR,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,119000.00,0,6573,False,CORONEL EGIDIO,56.0,MASCULINO,PARDA
2546,100001638993,DC - DEMOCRACIA CRISTÃ,2766,DIVORCIADO(A),ADMINISTRADOR,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,95,False,JOÃO SOARES,54.0,MASCULINO,PARDA
2547,100001610034,NOVO - PARTIDO NOVO,3040,CASADO(A),NUTRICIONISTA E ASSEMELHADOS,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,330000.00,0,586,False,ISMITIANY REZENDE,40.0,FEMININO,BRANCA
2548,100001613708,PC do B - PARTIDO COMUNISTA DO BRASIL,6513,DIVORCIADO(A),JORNALISTA E REDATOR,SUPERIOR COMPLETO,MARANHÃO - MA,ELEITO POR QP,310867.35,0,106143,True,MARCIO JERRY,56.0,MASCULINO,PARDA
2549,100001723260,AVANTE - AVANTE,7030,CASADO(A),MOTORISTA PARTICULAR,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,119,False,ALFREDO CORREA,62.0,MASCULINO,PRETA
2550,100001723419,PMB - PARTIDO DA MULHER BRASILEIRA,3505,SOLTEIRO(A),ASSISTENTE SOCIAL,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,141,False,LENA,56.0,FEMININO,PARDA
2551,100001608080,PP - PROGRESSISTAS,1101,SOLTEIRO(A),PEDAGOGO,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,0.00,0,1074,False,LIDIANE BARROS,39.0,FEMININO,PARDA
2552,100001607055,PSB - PARTIDO SOCIALISTA BRASILEIRO,4077,DIVORCIADO(A),ADVOGADO,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,245000.00,0,813,False,DR. MAX,41.0,MASCULINO,PARDA
2553,100001602277,PSD - PARTIDO SOCIAL DEMOCRÁTICO,5535,CASADO(A),MÉDICO,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,330000.00,0,1827,False,DR MARIO BRAGA,48.0,MASCULINO,PARDA
2554,100001689784,SOLIDARIEDADE - SOLIDARIEDADE,7776,CASADO(A),JORNALISTA E REDATOR,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,40000.00,0,174,False,MAYARA REGO,34.0,FEMININO,BRANCA
2555,100001733325,PV - PARTIDO VERDE,4343,SOLTEIRO(A),MOTORISTA PARTICULAR,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,SUPLENTE,70000.00,0,339,False,YURI HENRIQUE,57.0,MASCULINO,PARDA
2556,100001632866,AGIR - AGIR,3633,SOLTEIRO(A),OUTROS,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,181,False,SANDRA ABREU,62.0,FEMININO,BRANCA
2557,100001603110,PL - PARTIDO LIBERAL,2225,CASADO(A),REPRESENTANTE COMERCIAL,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,75000.00,0,19450,False,HENRIQUE JUNIOR,37.0,MASCULINO,PARDA
2558,100001632867,AGIR - AGIR,3602,CASADO(A),AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,NÃO ELEITO,72380.00,0,339,False,SAVIO RODRIGUES,41.0,MASCULINO,BRANCA
2559,100001599595,PROS - PARTIDO REPUBLICANO DA ORDEM SOCIAL,9007,SOLTEIRO(A),OUTROS,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,NÃO ELEITO,4000.00,0,295,False,ALEYGNAN LEAL,35.0,FEMININO,PARDA
2560,100001608066,PP - PROGRESSISTAS,1113,SOLTEIRO(A),OUTROS,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,SUPLENTE,50000.00,0,1149,False,VALERIA LAUANDDY,27.0,FEMININO,PARDA
2561,100001608077,PP - PROGRESSISTAS,1117,CASADO(A),JORNALISTA E REDATOR,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,SUPLENTE,120000.00,0,283,False,VERAS,40.0,MASCULINO,PARDA
2562,100001618108,CIDADANIA - CIDADANIA,2345,CASADO(A),PSICÓLOGO,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,429,False,NUBIA DUTRA,60.0,FEMININO,PRETA
2563,100001632850,AGIR - AGIR,3636,CASADO(A),PEDAGOGO,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,924,False,AUZENIR COELHO,44.0,FEMININO,PARDA
2564,100001610551,UNIÃO - UNIÃO BRASIL,4499,CASADO(A),BOMBEIRO MILITAR,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,270000.00,0,3004,False,TENENTE WELTON,39.0,MASCULINO,PARDA
2565,100001614975,PODE - PODEMOS,1910,CASADO(A),EMPRESÁRIO,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,SUPLENTE,1306770.45,0,9853,False,EDIMAR FRANCO,46.0,MASCULINO,BRANCA
2566,100001601143,PDT - PARTIDO DEMOCRÁTICO TRABALHISTA,1212,CASADO(A),DEPUTADO,SUPERIOR COMPLETO,MARANHÃO - MA,ELEITO POR MÉDIA,20230953.60,0,54547,True,MÁRCIO HONAISER,55.0,MASCULINO,BRANCA
2567,100001601145,PDT - PARTIDO DEMOCRÁTICO TRABALHISTA,1220,SOLTEIRO(A),REPRESENTANTE COMERCIAL,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,300000.00,0,1005,False,ANALIDES,47.0,FEMININO,PRETA
2568,100001599598,PROS - PARTIDO REPUBLICANO DA ORDEM SOCIAL,9032,SOLTEIRO(A),OUTROS,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,247,False,EUDIVAN DA MANGABA,36.0,MASCULINO,PARDA
2569,100001713831,PSOL - PARTIDO SOCIALISMO E LIBERDADE,5002,CASADO(A),COMERCIANTE,LÊ E ESCREVE,MARANHÃO - MA,NÃO ELEITO,0.00,0,117,False,VIEIRA,65.0,MASCULINO,BRANCA
2570,100001603097,PL - PARTIDO LIBERAL,2266,CASADO(A),VEREADOR,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,1773981.00,0,14440,False,UMBELINO JUNIOR,41.0,MASCULINO,BRANCA
2571,100001603102,PL - PARTIDO LIBERAL,2229,SOLTEIRO(A),POLICIAL MILITAR,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,0.00,0,357,False,EDUARDO CAVALCANTE,40.0,MASCULINO,PARDA
2572,100001614979,PODE - PODEMOS,1945,DIVORCIADO(A),EMPRESÁRIO,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,2747026.00,0,8930,False,SÉRGIO FROTA,61.0,MASCULINO,BRANCA
2573,100001599597,PROS - PARTIDO REPUBLICANO DA ORDEM SOCIAL,9022,CASADO(A),EMPRESÁRIO,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,490,False,ELMARENE,54.0,FEMININO,PARDA
2574,100001608069,PP - PROGRESSISTAS,1136,SOLTEIRO(A),SERVIDOR PÚBLICO ESTADUAL,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,393849.55,0,464,False,HUGO DOS CONCURSOS,35.0,MASCULINO,PARDA
2575,100001608083,PP - PROGRESSISTAS,1122,CASADO(A),PROFESSOR DE ENSINO SUPERIOR,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,928500.00,0,18114,False,ALLAN GARCES,53.0,MASCULINO,BRANCA
2576,100001608082,PP - PROGRESSISTAS,1125,CASADO(A),APOSENTADO (EXCETO SERVIDOR PÚBLICO),ENSINO MÉDIO COMPLETO,MARANHÃO - MA,SUPLENTE,0.00,0,230,False,ANTONIA SOARES,68.0,FEMININO,PARDA
2577,100001601131,PDT - PARTIDO DEMOCRÁTICO TRABALHISTA,1289,CASADO(A),VEREADOR,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,0.00,0,2635,False,FERNANDO FEITOSA,42.0,MASCULINO,BRANCA
2578,100001603114,PL - PARTIDO LIBERAL,2222,CASADO(A),DEPUTADO,SUPERIOR COMPLETO,MARANHÃO - MA,ELEITO POR QP,25406802.39,0,158360,True,JOSIMAR MARANHÃOZINHO,46.0,MASCULINO,PARDA
2579,100001608084,PP - PROGRESSISTAS,1145,DIVORCIADO(A),COMERCIANTE,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,0.00,0,3361,False,ROBERTO MAUES,57.0,MASCULINO,PARDA
2580,100001600016,PSTU - PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1616,CASADO(A),ARTESÃO,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,1105,False,PRETA LU,41.0,FEMININO,PRETA
2581,100001632853,AGIR - AGIR,3622,CASADO(A),COMERCIANTE,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,235,False,IRMÃO JÚLIO HUMILDE,41.0,MASCULINO,PARDA
2582,100001613711,PT - PARTIDO DOS TRABALHADORES,1355,CASADO(A),ADVOGADO,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,481248.59,0,17070,False,GASTÃO VIEIRA,76.0,MASCULINO,PARDA
2583,100001638995,DC - DEMOCRACIA CRISTÃ,2741,CASADO(A),PROFESSOR DE ENSINO MÉDIO,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,300000.00,0,199,False,JODSON SANTOS,60.0,MASCULINO,PARDA
2584,100001610555,UNIÃO - UNIÃO BRASIL,4445,DIVORCIADO(A),EMPRESÁRIO,SUPERIOR INCOMPLETO,MARANHÃO - MA,SUPLENTE,722300.00,0,5775,False,MAGRADO,49.0,MASCULINO,PRETA
2585,100001723257,AVANTE - AVANTE,7022,SOLTEIRO(A),"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",ENSINO FUNDAMENTAL COMPLETO,MARANHÃO - MA,NÃO ELEITO,0.00,0,633,False,KERLYSON PABLO,22.0,MASCULINO,PARDA
2586,100001723411,PMB - PARTIDO DA MULHER BRASILEIRA,3567,DIVORCIADO(A),EMPRESÁRIO,ENSINO MÉDIO COMPLETO,MARANHÃO - MA,NÃO ELEITO,71000.00,0,121,False,ANN MICHELE,43.0,FEMININO,BRANCA
2587,100001615468,PSC - PARTIDO SOCIAL CRISTÃO,2011,CASADO(A),ADVOGADO,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,256000.00,0,9184,False,JACONIAS MORAES,55.0,MASCULINO,PARDA
2588,100001610557,UNIÃO - UNIÃO BRASIL,4433,DIVORCIADO(A),ENGENHEIRO,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,735000.00,0,4658,False,RÔMULO AUGUSTO,49.0,MASCULINO,PARDA
2589,100001601144,PDT - PARTIDO DEMOCRÁTICO TRABALHISTA,1221,CASADO(A),ADMINISTRADOR,SUPERIOR COMPLETO,MARANHÃO - MA,SUPLENTE,150000.00,0,1198,False,JACIMARA MACIEL,49.0,FEMININO,BRANCA
2590,100001618098,CIDADANIA - CIDADANIA,2310,CASADO(A),BIÓLOGO,SUPERIOR COMPLETO,MARANHÃO - MA,NÃO ELEITO,600000.00,0,506,False,GEDIEL ALENCAR,48.0,MASCULINO,PARDA
